,Donatello,Leonardo da Vinci,Michelangelo,Raphael,the painter Raphael,the sculptor Donatello,Michelangelo Buonarroti,Titian,Caravaggio,Botticelli,Verrocchio,Ghirlandaio,Fra Angelico,Masaccio,Giovanni Bellini,Michaelangelo,the divine Michelangelo,Renaissance art,Leonardo and Michelangelo,Michelangelo and Raphael,Raphael and Donatello,Lorenzo Ghiberti,Luca della Robbia,Andrea del Sarto,Mantegna,Tintoretto,Perugino,Teenage Mutant Ninja Turtles,Ninja Turtles,TMNT
1986,1.9107156390418825e-07,3.849012273349217e-07,6.060658961359877e-07,1.5617462167938356e-06,7.134914881135044e-10,7.134914881135044e-10,1.6080484499525486e-08,2.492177770818671e-07,1.4826821370661494e-07,1.697389961918816e-07,5.105070854938276e-08,3.0363192848881226e-08,5.635683564264583e-08,7.08628107304321e-08,2.8353751346799072e-08,2.6538996777958346e-08,4.939556541572188e-10,6.667639951274398e-08,3.6223415378344725e-09,6.750727532534029e-09,0.0,1.3575736090842838e-08,2.1349860546138192e-08,3.797970293817343e-08,1.8987361727340613e-07,8.265791962003277e-08,5.869910069122852e-08,2.6701569844078676e-09,2.9055080563722413e-09,3.225225364555939e-10
1987,1.076036184599616e-07,3.320963344322081e-07,5.733451189371408e-07,1.5709849776612828e-06,6.068205382625536e-10,5.516550549700128e-10,1.6373959965676477e-08,2.80251555295763e-07,1.3004229515445334e-07,1.7144256503343058e-07,3.3797086018694245e-08,3.036637963305111e-08,4.992797997260824e-08,4.311562662451252e-08,3.3856309755719856e-08,2.183597835880846e-08,2.758275274850064e-10,6.166685295738716e-08,3.365095757601466e-09,5.295888172440755e-09,0.0,7.809119573209955e-09,1.3570714330057854e-08,3.254764635585161e-08,1.0055676114006928e-07,8.97546783562575e-08,4.8771653382573283e-08,3.65720964623506e-09,3.728224839960603e-09,6.954132825143233e-10
1988,1.0492823321328617e-07,3.24848002719591e-07,6.170833444230084e-07,1.6226417756115552e-06,7.568433657567653e-10,9.190241345713443e-10,2.3345080535364104e-08,3.174635310188023e-07,1.461549032910625e-07,1.0933240446320269e-07,1.96144522845998e-08,1.925122106172239e-08,4.135978315389367e-08,4.558543764687784e-08,3.311744123379867e-08,2.088575890013545e-08,3.7842168287838247e-10,6.450743939012682e-08,2.486771233378704e-09,5.297903893364264e-09,0.0,6.811038399945346e-09,9.83896430994946e-09,4.957324151178e-08,9.997921779358877e-08,1.1686944390021381e-07,3.1601061323272006e-08,8.425689479452103e-09,8.98267327187341e-09,1.27130705962486e-09
1989,9.445959392451186e-08,3.16723060223012e-07,5.478656248669722e-07,1.4858923123028944e-06,5.106788880659963e-10,6.638825600369103e-10,1.7447218780830553e-08,2.383816593010124e-07,9.982661453022956e-08,1.108182772213695e-07,2.6234005190417523e-08,1.730328058613395e-08,4.5250811098185295e-08,4.392371266703776e-08,4.067907966032181e-08,2.0222939767222676e-08,3.06407343941828e-10,6.106526484472853e-08,3.3194127446734e-09,5.10678876963766e-09,0.0,7.3240999931556425e-09,8.477269552997768e-09,2.665743892293904e-08,8.67740155285901e-08,8.046239940995292e-08,2.86384320702382e-08,2.8035582744223575e-08,3.2048770748360766e-08,1.6315747641826306e-09
1990,1.4733653586063158e-07,3.419278300498263e-07,5.992216074446333e-07,1.534459215690731e-06,5.482807541312693e-10,7.476556040941771e-10,1.9699555764418626e-08,3.34802507495624e-07,1.2691613449078434e-07,1.3415534283467428e-07,2.8454657297061203e-08,2.7492220056046797e-08,5.5413529764791753e-08,7.339627217106681e-08,4.1855869881146646e-08,3.59867726729135e-08,5.981244388664209e-10,7.220137376862112e-08,3.189997155317314e-09,5.781869649723603e-09,4.984370555183304e-11,1.3921626518254016e-08,1.0367490865803576e-08,3.0454504695853763e-08,9.113858823184273e-08,8.381569926996235e-08,3.4438503604405923e-08,2.0550849910705438e-07,2.168770976140877e-07,4.268198239287813e-09
1991,1.445895208007642e-07,3.590172070744302e-07,6.329958068818087e-07,1.6374013966924394e-06,6.525759932429762e-10,8.031704745725674e-10,1.8201561147179746e-08,2.499833442470845e-07,1.335776005362277e-07,1.2007639327293873e-07,2.2066039662149706e-08,2.7761863918840397e-08,4.0666961353963416e-08,5.214842246914486e-08,3.4156581563138395e-08,3.468123210836893e-08,3.513870860949453e-10,6.670848762269088e-08,3.011889182502614e-09,4.26684332310856e-09,2.0079261864314188e-10,1.0040658970922324e-08,7.780713850991106e-09,3.413474658486848e-08,1.0623764978845429e-07,9.695556713040788e-08,3.628450073733802e-08,2.2866443316615914e-07,2.4079244553831813e-07,1.8690737846327465e-08
1992,1.26512375686616e-07,3.6126462532593e-07,7.517342623941659e-07,1.5435499562954649e-06,4.90982088319214e-10,9.328660066643124e-10,2.0753986973431893e-08,2.590864767171297e-07,1.24491805308935e-07,1.387182635426143e-07,4.7174108175340734e-08,4.061756797568705e-08,5.724155727193647e-08,7.12147567583088e-08,3.0346541279868695e-08,2.742201132832633e-08,3.9278566510425605e-10,7.07787179976549e-08,3.0931870398376304e-09,6.579159883557395e-09,1.4729462094464907e-10,1.2954432193623688e-08,1.104709657084868e-08,3.643086898819092e-08,2.5933388769772137e-07,9.933778244430869e-08,4.263813480065437e-08,9.101410114453756e-08,1.2219301481763978e-07,2.8040554322927846e-09
1993,1.3754814176536456e-07,3.298523552075494e-07,6.822879754508904e-07,1.6592282463534502e-06,7.81640641100978e-10,1.1724610171626182e-09,2.0195614069962176e-08,3.113794662112923e-07,1.6509876843429089e-07,1.479206162002811e-07,3.21423954119382e-08,3.0133495698692065e-08,6.25038651946852e-08,7.195141193960809e-08,2.5768354561250817e-08,3.8538079394356834e-08,3.4196778742057177e-10,6.763078630456222e-08,3.712792961962919e-09,5.3737791994024064e-09,1.4655762714532727e-10,1.2438357899213772e-08,1.0405591055473453e-08,3.3854810510547395e-08,1.2594571785484734e-07,1.0044499276773423e-07,4.3498829427335295e-08,1.554926285507463e-07,1.631252786182813e-07,5.6987157215360185e-09
1994,1.63036077083234e-07,4.5318773800318013e-07,7.967462920532853e-07,1.7156655758299166e-06,7.909898291913462e-10,8.898635717180523e-10,3.4343059951424955e-08,2.847930034022284e-07,1.5076052761742178e-07,1.5795940555562993e-07,3.337287779459075e-08,4.6688739985256695e-08,7.257230549839734e-08,6.229326743323328e-08,3.705435247525202e-08,2.267857723836641e-08,3.4605804333232005e-10,7.234636711928033e-08,3.510017387853281e-09,5.339181541330617e-09,4.9436864324459145e-11,1.6132199576190942e-08,1.6165854432870222e-08,4.157640276503116e-08,1.470570509809477e-07,8.76350156886474e-08,4.7063249297707443e-08,6.27524272545088e-08,7.713632044215046e-08,5.284732651489321e-09
1995,1.519737509170227e-07,4.107882887183223e-07,8.511516966791532e-07,1.715995836093498e-06,1.319134690369594e-09,8.794230899056286e-10,3.201753528969675e-08,3.130346613033908e-07,1.971629188801672e-07,1.5123362118174557e-07,3.717106977774165e-08,3.58141605261153e-08,7.537740742691312e-08,9.062503636414476e-08,3.1660299271152326e-08,2.2574022651156163e-08,3.9085470970867675e-10,8.855059263623843e-08,3.077980759158549e-09,7.084241637755895e-09,4.8856838713584594e-11,9.913379450665616e-09,1.0895075064354389e-08,2.853239422506704e-08,1.176398498614617e-07,1.134457718876547e-07,4.8314166889440464e-08,6.763042392776697e-08,7.635981802422975e-08,2.549343181001973e-09
1996,1.675828684710723e-07,4.941195470564708e-07,1.0342076848246506e-06,1.937806018759148e-06,1.1993191995074426e-09,6.996028756312e-10,2.949855115730316e-08,3.729404056684871e-07,2.0691742008693842e-07,1.5316442159019061e-07,5.320492846294656e-08,6.648507877571319e-08,8.986767596752544e-08,8.46978593926906e-08,4.536831355039794e-08,2.4199389159207385e-08,5.496879618149817e-10,8.53399910738517e-08,5.5968230050496e-09,7.845546434737116e-09,4.9971634469292425e-11,2.69374371697495e-08,2.2187405690488052e-08,5.017152204800369e-08,1.566214820059031e-07,1.228941073350143e-07,7.179713890081986e-08,5.199032671043824e-08,6.99733035958161e-08,5.059105578908429e-09
1997,1.2243333458172856e-07,5.251113179838285e-07,8.841025191941299e-07,1.758724351930141e-06,1.0164756814035059e-09,8.640043125396344e-10,3.6197434383211664e-08,2.811162005400547e-07,1.8485116015654057e-07,1.603988124543321e-07,6.6021335953792e-08,3.860897024310361e-08,6.946371655658369e-08,6.679351827187929e-08,3.6197434383211664e-08,2.5910908973969533e-08,4.0659026145917205e-10,8.746938107151436e-08,3.6593124086437e-09,7.064505869180948e-09,0.0,1.2794722614728473e-08,1.2807593208208344e-08,3.923596025856568e-08,1.4555581628883374e-07,1.0162738561803053e-07,8.399595685659733e-08,3.93091923456268e-08,5.3598256499753916e-08,2.917122099432845e-09
1998,1.741814941169651e-07,5.476285309669038e-07,8.401898980991973e-07,1.909852926473832e-06,1.486310519105416e-09,1.2300500618067643e-09,3.1061421879030604e-08,2.988687981542171e-07,2.76544483313046e-07,1.740517063808511e-07,7.411149738345557e-08,4.382658858048672e-08,6.484423664687712e-08,7.4154762330636e-08,3.856871444440913e-08,2.5223002353413904e-08,2.0500834363446074e-10,9.520184818256896e-08,4.305175327345978e-09,6.714023115250711e-09,5.1252085908615186e-11,1.4920743751645205e-08,1.5785643014964993e-08,3.034123352563256e-08,1.455406248851432e-07,1.1118888210148725e-07,5.2825534169187456e-08,6.753174375262461e-08,7.67151391301013e-08,4.629264527267196e-09
1999,1.5530017094533832e-07,5.485361498358543e-07,9.238215170626064e-07,1.929711970660719e-06,1.5189297597473224e-09,9.619888219347672e-10,3.780732171776435e-08,3.55903381432654e-07,2.085398165263541e-07,1.6508150224581186e-07,6.109045358471121e-08,5.053690799172728e-08,7.528952039592697e-08,7.683497216248726e-08,5.6385857760687954e-08,3.174644547243588e-08,2.5315496920974567e-10,9.484342911036948e-08,5.417516213412909e-09,6.98707713908675e-09,0.0,1.9135892870281168e-08,1.5644976869566566e-08,4.065668690600433e-08,1.6289357063214993e-07,1.4058527142424282e-07,7.00566786804302e-08,6.833126775518394e-08,7.078422470385703e-08,3.4749485511298417e-09
2000,1.913946903187025e-07,5.329513328433677e-07,1.0669472203517216e-06,1.941923756021424e-06,1.403267502197991e-09,9.677707524247126e-10,3.7623536286446324e-08,3.8538135527232953e-07,2.3623996980859374e-07,2.202355631197861e-07,7.109416344519559e-08,1.2116453262933646e-07,8.614277646756818e-08,9.68493338859844e-08,5.385591350659524e-08,3.678135485074564e-08,4.354968330400055e-10,9.35696462533997e-08,5.177573481063291e-09,9.097044895156614e-09,9.67770724669137e-11,2.5927331392949785e-08,2.2887777006985743e-08,5.4291938056394435e-08,1.6847835127009605e-07,1.6687378945334785e-07,7.376841892892116e-08,4.0644835053171846e-08,4.8118991458068194e-08,4.731382396983008e-09
2001,1.528430288999516e-07,4.7603609232282906e-07,9.389532351633534e-07,1.9256699488323648e-06,1.792792025945289e-09,7.469966867290623e-10,4.1107789172656346e-08,3.572114053440601e-07,2.505256020413072e-07,1.943929959224988e-07,3.939427628552039e-08,4.8270667463157224e-08,5.8163635685559725e-08,7.084206288254792e-08,3.1825383217665155e-08,2.6079685966351466e-08,3.4859845565726744e-10,8.13467835314441e-08,6.7229701805615605e-09,7.021768944071027e-09,0.0,1.43122775853044e-08,1.5736729253035264e-08,3.6403637437842924e-08,1.1805602184722377e-07,1.0085272350579545e-07,6.424817655670267e-08,3.433291695387197e-08,4.1885133583718925e-08,2.7051862971916307e-09
2002,1.848605393206526e-07,4.538075017990195e-07,1.0519514717088896e-06,1.9211565813748166e-06,1.3158079070763051e-09,1.023406137612426e-09,3.0017520913361295e-08,3.144992319903395e-07,2.105229555127153e-07,1.6935530311457114e-07,3.486605137936749e-08,4.8091102655689624e-08,6.258876794618119e-08,7.922594846831998e-08,3.66930592576864e-08,3.0554435426211064e-08,6.33537111660587e-10,9.950584001217069e-08,4.629694405622331e-09,6.676506458802578e-09,4.87336247745329e-11,1.5994409352515504e-08,1.6520699475108813e-08,3.372366919052183e-08,1.2702685125987045e-07,9.4606811273934e-08,5.095169441915459e-08,3.2533566951542525e-08,3.9336391921551694e-08,3.897037803568537e-09
2003,1.662174895500357e-07,5.217505645305209e-07,9.242382930096936e-07,1.7759322190613602e-06,1.0365280855850756e-09,1.0365280855850756e-09,3.1526592891850675e-08,3.6501165823210613e-07,1.9465682044028654e-07,1.865026035829942e-07,6.161856447306492e-08,5.35848521110438e-08,8.18737362351385e-08,9.511914100812646e-08,3.989610064536464e-08,2.7876977171104045e-08,2.355745598592307e-10,9.722506177922696e-08,5.323985252658758e-09,6.407628205806759e-09,4.7114912665735525e-11,1.7606321733865116e-08,1.4417163463065208e-08,3.3875622307277815e-08,1.4054977270916424e-07,9.664554312394102e-08,6.744300407035554e-08,4.822195620590719e-08,5.251540713402392e-08,6.346631664655433e-09
2004,1.489754737349358e-07,4.716320347597503e-07,1.014324652715004e-06,1.8463991864337004e-06,1.0570400110765375e-09,1.1050873549578455e-09,2.85868999583272e-08,3.645004369445816e-07,2.304965533994619e-07,1.70939273402837e-07,2.961411915691769e-08,4.080167315123617e-08,6.14285937672321e-08,6.38348751635931e-08,4.542879494806584e-08,2.8010020969304605e-08,4.804727726792635e-10,8.815402452455603e-08,4.948869314347348e-09,7.735611262660314e-09,9.609454898473756e-11,1.4359931910234993e-08,1.3885662397683518e-08,3.1807296352326375e-08,1.269705336426341e-07,1.1393209575771834e-07,6.210738945355844e-08,4.3802387494906725e-08,5.189962948293214e-08,7.48579154219442e-09
2005,1.653473731266786e-07,5.088310786049988e-07,1.1594133866310583e-06,2.0857980871369364e-06,1.4057494057695408e-09,2.008213373372314e-09,3.519596702972194e-08,3.370277568137681e-07,2.965740861782251e-07,1.8331242301883321e-07,5.699702043671097e-08,5.053477636352e-08,9.789022925588142e-08,7.21617610111025e-08,3.426853467658475e-08,2.593515269211366e-08,6.024640231139242e-10,1.0122897720066248e-07,4.769507011559426e-09,8.534907003365788e-09,1.0041067283195204e-10,1.8687712710629967e-08,1.4760368927113632e-08,3.1980800230257955e-08,1.1377863273764889e-07,1.0046640852579004e-07,6.59580052797537e-08,3.7818598030980866e-08,4.2105320119389944e-08,3.575777007824854e-09
2006,1.79819323875563e-07,5.654425194734358e-07,1.0974680435538176e-06,2.070773234663648e-06,1.932205284660426e-09,1.3376805219067474e-09,3.2092987822807124e-08,4.088272760327527e-07,3.49511594777141e-07,1.663307500621159e-07,4.825251309625857e-08,5.1401265466211044e-08,8.38263360947167e-08,9.314351956390965e-08,4.390467012171939e-08,2.5700632733105522e-08,5.945246517313763e-10,1.126230344539181e-07,5.647984302470377e-09,9.809657086634616e-09,1.4863116293284406e-10,2.0922247045973563e-08,1.7191672085914433e-08,3.8891823095354994e-08,1.2709898555840482e-07,1.2331197751791478e-07,7.493181186646326e-08,5.0362725545483045e-08,5.150443627144341e-08,5.191187479880455e-09
2007,1.679442505064799e-07,5.037938421992294e-07,1.0199725011261762e-06,2.151251919713104e-06,1.4577368201429404e-09,1.1661894783188131e-09,3.2202407851400494e-08,4.603815568771097e-07,2.37641941680522e-07,1.893349548254264e-07,6.559537268913118e-08,4.9353506170746186e-08,7.389463263507423e-08,7.83628166800554e-08,5.3205933880917655e-08,2.5618614785116733e-08,2.429561551942072e-10,9.566274172811973e-08,6.365450833101249e-09,9.232333120223757e-09,0.0,2.374702745555624e-08,1.4091456002063296e-08,3.2847669473312635e-08,1.1875818017870189e-07,1.805442479962949e-07,6.764653903701402e-08,4.8189388479613626e-08,5.2576275777482806e-08,3.3948850841625244e-08
2008,1.79659650711983e-07,4.980720973435382e-07,9.673435670265462e-07,2.050530838459963e-06,8.200404799652006e-10,4.100202399826003e-10,2.8709870036891523e-08,4.753402436108445e-07,1.9933622752432717e-07,1.7128380136455237e-07,4.276555642945824e-08,4.631088756923418e-08,8.598701128903485e-08,7.414173097686216e-08,6.236316352214999e-08,2.55263827853014e-08,4.6127276998042527e-10,1.052378379995389e-07,5.586525908540807e-09,8.456667366374404e-09,5.1252529997825036e-11,1.4307402373958666e-08,1.2454364650693606e-08,3.859315356180559e-08,1.4429497241508218e-07,1.285182520405215e-07,7.392014822471539e-08,3.647604529533055e-08,4.106842510509523e-08,1.218707534889063e-08
2009,1.618279696913305e-07,5.233059710008092e-07,1.1351838793416391e-06,2.0272043457225664e-06,8.622073055519761e-10,1.2933110138391155e-09,3.3021795076138005e-08,4.507396056396829e-07,2.501871847471193e-07,2.052817791309281e-07,4.293872990501768e-08,4.4296662338183523e-08,7.796951706495747e-08,9.130918954269873e-08,3.5827895317197545e-08,2.060309789442272e-08,3.233277534597789e-10,9.39041626679682e-08,3.8260448143034864e-09,6.628218862658741e-09,0.0,1.9542488516322013e-08,1.3849204449911669e-08,3.4865507814174634e-08,1.143471948239494e-07,2.0682701062924025e-07,9.121554001012556e-08,3.2463880472732853e-08,3.7832254662362175e-08,8.28806445696273e-09
2010,1.2199413390590053e-07,5.22961784099607e-07,1.006603042696952e-06,2.3143020371207967e-06,1.3365409889942723e-09,8.553862618221331e-10,2.6485288628919086e-08,4.002190223673097e-07,2.518603707812872e-07,1.806854754704545e-07,3.6286152749198664e-08,3.609983068031397e-08,6.223046966624679e-08,6.185880607745275e-08,3.320618091606775e-08,2.2638086960569133e-08,2.6730820334996963e-10,9.289765046105458e-08,4.490777971710713e-09,7.645014399315642e-09,1.0692328272776663e-10,1.364091950506463e-08,1.1975407332442956e-08,3.2718524778374565e-08,9.767915543079653e-08,1.215749136918021e-07,6.674974883935647e-08,2.5514649948377155e-08,3.176243268399048e-08,2.748245186978693e-09
2011,1.661121586948866e-07,4.822529149350885e-07,1.059250735124806e-06,2.247953716505436e-06,1.3074853422168076e-09,1.0459882959779063e-09,2.8635922078024123e-08,3.191053963291779e-07,2.357750474857312e-07,1.9280713559055584e-07,3.7254103801842575e-08,4.2053713400491695e-08,6.073547353935282e-08,5.0784429106442985e-08,2.8392003414978724e-08,1.6501511268529612e-08,5.75293590543424e-10,8.063914691547326e-08,4.863845770586295e-09,6.6420255961929805e-09,1.5689824439668598e-10,1.5269240094539782e-08,1.3231751694320336e-08,2.2645647135277613e-08,7.80736328920284e-08,9.992327676400237e-08,5.590401030985959e-08,2.2544586641970454e-08,3.014821103874965e-08,2.1026855812067424e-09
2012,1.273598400075571e-07,4.790340994986764e-07,8.939629196902388e-07,1.97491453945986e-06,1.0737235545121844e-09,9.203344752961583e-10,3.4783788294134865e-08,3.321266035527515e-07,3.3664645116004976e-07,1.6569501326557656e-07,3.997572051162025e-08,3.763208411555753e-08,5.476748654587028e-08,5.74525422791794e-08,2.573928803428771e-08,1.905040569738503e-08,3.451254282360593e-10,1.0242091974532741e-07,6.480688430343662e-09,7.439370452999583e-09,1.1504180941201979e-10,1.3262883236109246e-08,9.97029037108632e-09,2.5117461888157777e-08,1.0830942898110153e-07,9.133481171375024e-08,4.422774324552847e-08,2.6134978625691474e-08,3.192386799355518e-08,5.859087881532332e-09
2013,1.397225162236282e-07,4.913103452963696e-07,1.024434595819912e-06,2.165189471270424e-06,1.1662038001958304e-09,9.028674474720331e-10,3.013688143482796e-08,3.396266095023748e-07,2.4227114181485376e-07,1.8935342893655618e-07,5.232610078564903e-08,4.719866808500228e-08,6.06596799457293e-08,6.52761542596636e-08,3.083855304453209e-08,1.7058571444295012e-08,4.1381426063580307e-10,9.12526516572143e-08,3.611469789888133e-09,5.9814966313354034e-09,3.761947697800139e-11,1.0875940148480367e-08,9.292010716421828e-09,2.253406705676753e-08,9.863732941539639e-08,9.81771748342908e-08,4.5818204341685493e-08,4.764671501789053e-08,5.430953464724553e-08,1.0583544707287729e-08
2014,1.3671960630290414e-07,4.653554697142681e-07,9.56809003582748e-07,2.2229680780583294e-06,1.0427160246351264e-09,8.689299835218376e-10,2.4176442181556013e-08,2.811995898355235e-07,1.863632093090928e-07,1.821406385715818e-07,3.1345841478014336e-08,2.9177501303934157e-08,5.09490121203271e-08,5.0024006270632526e-08,2.5799021585726223e-08,1.9591151811937383e-08,3.4757199895985025e-10,9.329834682603176e-08,5.9087241766064835e-09,6.039063471519057e-09,2.606790061587816e-10,1.0222254154257372e-08,7.1686723224217985e-09,2.6676151065885282e-08,1.1324826942882282e-07,8.121768502178385e-08,4.3823312978474866e-08,1.0864516042374817e-07,1.2291043560708204e-07,3.058502073827185e-08
2015,1.436949332855875e-07,4.81273389141279e-07,1.0011755193772842e-06,2.3663430965825683e-06,1.0997107668941908e-09,5.99842231441272e-10,2.4985732594018373e-08,3.805133133027994e-07,2.2077922778862566e-07,2.016286657635647e-07,4.3121627157916016e-08,3.3392968390444366e-08,4.5628151923438054e-08,4.680274301449573e-08,2.7694467163996705e-08,1.6170609740129294e-08,2.4993426772645927e-10,8.57454338643038e-08,4.748750725980244e-09,5.898448396379763e-09,2.9992111572063607e-10,1.3590370606664235e-08,9.547489021599633e-09,2.7192847085188987e-08,9.145816903810557e-08,1.4273084047999873e-07,4.7284792970003764e-08,8.909413651281284e-08,1.0395933003337632e-07,1.4855926266932329e-08
2016,1.811810221852284e-07,4.939035420647997e-07,1.2171917660452891e-06,2.5141284822893795e-06,1.004938909865416e-09,1.004938909865416e-09,4.02370758934012e-08,3.883831709572405e-07,3.003148947300361e-07,1.9749151647374682e-07,3.379803814596016e-08,4.741814052522386e-08,7.138836366493706e-08,8.693326236652865e-08,3.947619831023985e-08,2.1733315591632163e-08,6.699593102510446e-10,1.1305768055080989e-07,5.311819872844126e-09,8.565907982927001e-09,9.570846892792416e-11,3.6880255294136084e-08,1.4404125003864012e-08,3.158379513479304e-08,1.4284294991284696e-07,1.2943303318024846e-07,6.473753444424801e-08,6.488095749546119e-08,7.044845062864624e-08,2.0177932213982785e-08
2017,2.111154486783562e-07,5.17368619057379e-07,1.1491258646856295e-06,2.510629201424308e-06,1.157527851347595e-09,6.48215592313761e-10,3.5050089053356714e-08,4.584616704050859e-07,4.232078936183825e-07,2.2743964223082005e-07,3.232272760556043e-08,4.2092821672667924e-08,5.65393882823173e-08,4.7466372166127264e-08,9.843486026284157e-08,1.6405616420911432e-08,3.2410779615688057e-10,9.735173023273093e-08,4.722713331517525e-09,8.565705478247311e-09,1.3890333327992718e-10,1.5120495078235763e-08,1.139007377304324e-08,2.7549161174533765e-08,1.156127780177485e-07,1.961753497425889e-07,5.308417527771781e-08,5.911231326649613e-08,6.711073297083203e-08,3.529446246375301e-08
2018,1.84079965492856e-07,5.604985062745982e-07,1.0897852007474285e-06,2.711760316742584e-06,1.0604025435512199e-09,7.574303961810356e-10,2.9624569464203887e-08,4.412342207160691e-07,3.578029179607256e-07,1.980220645236841e-07,5.3909445796307416e-08,5.78929046923804e-08,6.868371116297568e-08,5.4794661252799415e-08,4.471989001331168e-08,1.5225657179485097e-08,6.564396803909742e-10,8.75056898053117e-08,5.352508214429008e-09,8.584211563800181e-09,1.0099072272895524e-10,1.721810072297103e-08,1.2270373161982208e-08,2.8378392968875232e-08,1.4619286048400681e-07,1.472993744755513e-07,6.33812220485197e-08,4.372865802793058e-08,5.207886033531395e-08,2.2838484881049226e-08
2019,1.775660365410659e-07,5.374471925279067e-07,9.69583993537526e-07,2.2083377189119342e-06,1.2746589339585055e-09,8.667681017371364e-10,2.38864643620218e-08,3.33148989284382e-07,2.2681531675061706e-07,1.9395261574572944e-07,7.212780417376052e-08,3.6623553967274354e-08,5.0013774455237594e-08,4.454821223021099e-08,2.8558867271044626e-08,1.889381451292138e-08,9.17754428009232e-10,8.334039591773036e-08,4.690744681568049e-09,4.792717778201449e-09,2.0394542998847243e-10,1.5209145942662872e-08,1.0707134734389e-08,2.279090161039221e-08,8.833529818730312e-08,9.746879925387476e-08,4.2757328344578134e-08,4.3447386133266264e-08,5.049055218364629e-08,1.6476121800224064e-08
